Time (UTC),Conversation ID,Message ID,Sender Name,Message Content,is_follow_up,is_follow_up_unmapped,main_use_case,sub_use_case,classification_reason
07-04-2026 01:22:19,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRGNX5EXQ1F3SZ4JEP37H4,,"Ông Nguyễn Văn Thắng – Bộ trưởng Bộ Tài chính phụ trách các lĩnh vực sau:

- **a) Chính sách và chiến lược tài chính:** chỉ đạo trực tiếp công tác chiến lược, chính sách tài chính ngành; các cân đối vĩ mô của nền kinh tế liên quan đến ngành Tài chính; công tác cải cách, hiện đại hoá và chuyển đổi số ngành Tài chính.  
- **b) Quản lý bộ máy và nhiệm vụ nội bộ:** lãnh đạo, chỉ đạo toàn diện công tác tổ chức bộ máy, cán bộ và bảo vệ chính trị nội bộ; thực hiện các nhiệm vụ của Bộ theo Nghị định 29/2025‑ND‑CP (sửa đổi, bổ sung Nghị định 166/2025‑ND‑CP).  
- **c) Các chức danh và vai trò đặc thù:** giữ vị trí và các chức danh: Bí thư Đảng ủy Bộ Tài chính; Trưởng Ban Bảo vệ chính trị nội bộ; Chủ tịch Hội đồng Thi đua – Khen thưởng – Kỷ luật ngành Tài chính; Chủ tịch Hội đồng quản lý Bảo hiểm xã hội Việt Nam.  
- **Trực tiếp phụ trách:** Vụ Tổ chức cán bộ.

**Thông tin cá nhân**  
- Họ và tên: Nguyễn Văn Thắng  
- Sinh ngày: 12/09/1973  
- Nơi sinh: TP. Hà Nội  
- Học hàm, học vị: Tiến sĩ kinh tế  
- Điện thoại cơ quan: 024.2220 2828  
- Ủy viên Ban Chấp hành Trung ương Đảng khoá XIV, Bí thư Đảng ủy  

**Chức vụ**  
- Bộ trưởng Bộ Tài chính  

Bạn cần thêm thông tin gì về ông Nguyễn Văn Thắng không?",False,False,,,
07-04-2026 01:23:15,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRJRWDANKBFT4QEYYJHA7V,Thúy Quyên,các FTA việt nam đã ký kết,False,False,Tra cứu & cập nhật CS,,Yêu cầu tra cứu chính sách thương mại quốc tế (FTA)
07-04-2026 01:23:34,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRJRXHAZ73760M21WMNHHF,,"Tính đến đầu năm 2025, Việt Nam đã ký **17 hiệp định thương mại tự do (FTA) đã có hiệu lực** và đang được thực thi trên thực tế 。Trong số này, một số FTA tiêu biểu đã được nhắc tới:

* **FTA với Liên minh châu Âu (EU)** và **Vương quốc Anh** – các cam kết liên quan, ví dụ như việc khai thác ưu đãi cho xuất khẩu gạo   
* **CPTPP** – Việt Nam đã hoàn tất việc đưa Vương quốc Anh gia nhập hiệp định này   
* **CEPA (hiệp định thương mại tự do) với Các Tiểu vương quốc Ả Rập Thống nhất (UAE)** – ký kết và đưa vào thực thi vào năm 2024   
* **FTA với Israel** – cũng đã được đưa vào thực thi trong năm 2024

Ngoài 17 FTA đã có hiệu lực, Việt Nam đang **đàm phán thêm 2 FTA** (FTA Việt Nam‑EFTA và FTA ASEAN‑Canada), vì vậy tổng số các hiệp định đã ký và đang đàm phán lên **19** 。Theo báo cáo của Bộ Công thương vào tháng 1 / 2025, Việt Nam đã **tham gia 20 FTA**, trong đó **16 FTA** đã có hiệu lực và đang được thực thi 。

Như vậy, số lượng FTA của Việt Nam đang tăng dần, vừa có các hiệp định đã có hiệu lực (EU, UK, CPTPP, CEPA‑UAE, Israel…) vừa đang mở rộng sang các thị trường mới thông qua các đàm phán hiện hành.

**Bạn muốn biết chi tiết về những FTA nào đang được đàm phán hiện nay không?**

**Nguồn tham khảo:**

- Công bố Bộ chỉ số đánh giá kết quả thực...[xem chi tiết](https://baodautu.vn/cong-bo-bo-chi-so-danh-gia-ket-qua-thuc-hien-fta-index-nam-2024-d264687.html)

- Hơn 100 tỷ USD hàng xuất khẩu được cấp C/O...[xem chi tiết](https://baodautu.vn/hon-100-ty-usd-hang-xuat-khau-duoc-cap-co-uu-dai-d244235.html)

- Tận dụng ưu đãi từ các hiệp định thương mại...[xem chi tiết](https://thoibaotaichinhvietnam.vn/ta-n-du-ng-uu-da-i-tu-ca-c-hiep-dinh-thuong-mai-de-khai-mo-thi-truong-xuat-khau-gao-191509.html)

- Việt Nam đã tham gia 20 FTA, nghiên cứu đàm...[xem chi tiết](https://baodautu.vn/viet-nam-da-tham-gia-20-fta-nghien-cuu-dam-phan-cac-fta-moi-d239444.html)",False,False,,,
07-04-2026 01:25:43,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRQ8GM326WBM55JTAE5NKQ,Thúy Quyên,việt nam đã ký hiệp định đối tác chiến lược với bao nhiêu đối tác,False,False,Tra cứu & cập nhật CS,,Hỏi về chính sách hợp tác chiến lược quốc tế
07-04-2026 01:25:56,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRQ8HK391H3HV0R8SV0QY3,,"Việt Nam đã ký kết tổng cộng **9 hiệp định đối tác chiến lược** với các đối tác quốc tế: 5 hiệp định với 5 nước thành viên thường trực Hội đồng Bảo an Liên Hợp Quốc  và 4 hiệp định với Úc, Pháp, Malaysia và Brazil .

**Nguồn tham khảo:**

- Ngoại giao kinh tế chuyển mình mạnh mẽ vì sự...[xem chi tiết](https://tapchikinhtetaichinh.vn/ngoai-giao-kinh-te-chuyen-minh-manh-me-vi-su-phat-trien-hung-cuong-cua-dan-toc-141004.html)

- Đổi mới, sáng tạo, tăng tốc, bứt phá, đưa đất...[xem chi tiết](https://baodautu.vn/doi-moi-sang-tao-tang-toc-but-pha-dua-dat-nuoc-vung-buoc-tien-vao-ky-nguyen-vuon-minh-cua-dan-toc-d237747.html)

Bạn có muốn biết chi tiết các quốc gia đã ký kết các hiệp định đối tác chiến lược này không?",False,False,,,
07-04-2026 01:27:30,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRTHBKGCK3RVTWH2RB4Y27,Thúy Quyên,tôi đang gặp khó khăn trong vấn trong kê khai thuế giảm trừ gia cảnh cho người phụ thuộc thì phải thực hiện như nào?,False,False,Tình huống chính sách,,Tình huống cá nhân hỏi quy trình kê khai thuế giảm trừ gia cảnh
07-04-2026 01:27:43,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRTHCX0FPDY12HN5V7Q63N,,"Kê khai thuế giảm trừ gia cảnh cho người phụ thuộc?

Xin lỗi, chúng tôi hiện không có thông tin liên quan đến nội dung này. Bạn có cần hỗ trợ thêm thông tin khác không?",False,False,,,
07-04-2026 01:28:45,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRWTX34R5KS34G4A6JFHGB,Thúy Quyên,đăng ký người phụ thuộc thực hiện như nào,False,False,Tình huống chính sách,,Tình huống cá nhân hỏi quy trình đăng ký người phụ thuộc
07-04-2026 01:28:56,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRWTYMZBAMPJA9GZ4156XB,,"Thủ tục đăng ký người phụ thuộc để kê khai thuế giảm trừ gia cảnh?

Xin lỗi, chúng tôi hiện không có thông tin liên quan đến nội dung này. Bạn có cần hỗ trợ thêm thông tin khác không?",False,False,,,
07-04-2026 01:30:25,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRZW0TMN7RTYDH2QXRQ2ZM,Thúy Quyên,thiếu quá trình đóng bảo hiểm xã hội phải thực hiện như nào,False,False,Tình huống chính sách,,Tình huống cá nhân hỏi xử lý thiếu quá trình đóng BHXH
07-04-2026 01:30:38,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJRZW23QYCPGQ6K4STW3H5T,,"Thiếu đóng bảo hiểm xã hội - thủ tục?


Xin lỗi, chúng tôi hiện không có thông tin liên quan đến nội dung này. Bạn có cần hỗ trợ thêm thông tin khác không?",False,False,,,
07-04-2026 01:31:07,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJS14YHVCK7W5S5NMPK5HSA,Thúy Quyên,vụ hạ tầng có chức năng nhiệm vụ gì,False,False,Thông tin đơn vị trực thuộc,Tình huống nhiệm vụ đơn vị,Hỏi chức năng nhiệm vụ của Vụ Phát triển hạ tầng
07-04-2026 01:31:25,01KNJRAS3GMBS97NXTHBKZFJS1,01KNJS14ZXCC72H2P12YR61G7D,,"Vụ Phát triển hạ tầng thực hiện các chức năng và nhiệm vụ sau:

**Chức năng, nhiệm vụ**

- Tham mưu, giúp Bộ trưởng Bộ Tài chính thực hiện quản lý nhà nước về đầu tư phát triển hạ tầng và đô thị (giao thông, trụ sở các cơ quan quản lý nhà nước, công nghệ thông tin, bưu chính, viễn thông, chuyển đổi số, cấp nước, thoát nước, công trình công cộng tại các đô thị).  
- Quản lý các Chương trình mục tiêu quốc gia theo phân công của Bộ trưởng.  

**Về xây dựng cơ chế, chính sách**
- Chủ trì trình Bộ trưởng ban hành các cơ chế, chính sách về: quản lý, thanh toán dự án sử dụng vốn đầu tư công; quản lý tài chính dự án PPP; thanh toán, quyết toán dự án BT (trừ dự án BT thanh toán bằng quỹ đất); quản lý, sử dụng các khoản thu từ hoạt động tư vấn, quản lý dự án; quyết toán vốn đầu tư công nguồn ngân sách nhà nước; quyết toán dự án hoàn thành sử dụng vốn nhà nước; quản lý, tổ chức thực hiện các chương trình mục tiêu quốc gia; chế độ báo cáo tình hình giải ngân, quyết toán vốn đầu tư.  
- Chủ trì xây dựng, tham gia xây dựng các cơ chế, chính sách đầu tư phát triển hạ tầng thuộc phạm vi ngành, lĩnh vực do Vụ quản lý.  

**Về chiến lược, kế hoạch phát triển kinh tế - xã hội**
- Chủ trì trình Bộ tham gia với các Bộ về chiến lược, kế hoạch phát triển các ngành, lĩnh vực thuộc phạm vi quản lý.  
- Tham gia với các đơn vị thuộc Bộ về chiến lược, kế hoạch trung hạn, dài hạn và hằng năm về tài chính ngân sách, quản lý nợ công, quản lý tài sản công, cấp bù lãi suất tín dụng ưu đãi, đầu tư vốn nhà nước vào doanh nghiệp và các cơ chế, chính sách liên quan.  
- Phối hợp tham gia với các đơn vị thuộc Bộ về chiến lược, quy hoạch, kế hoạch phát triển kinh tế - xã hội và các ngành, lĩnh vực liên quan.  

**Báo cáo, giám sát và công khai**
- Chủ trì báo cáo tổng hợp, theo dõi, đánh giá và công khai tình hình thực hiện giải ngân vốn đầu tư công; tình hình thu hồi vốn ứng trước; đề xuất, kiến nghị các biện pháp thúc đẩy tiến độ giải ngân.  
- Báo cáo tổng hợp các Chương trình mục tiêu quốc gia.  

**Quản lý đầu tư phát triển hạ tầng và đô thị**
- Tham mưu, chủ trì nội dung đầu tư, quá trình thực hiện các dự án đầu tư thuộc hạ tầng và đô thị theo quy hoạch quốc gia.  
- Quản lý vốn đầu tư công của Bộ, bao gồm tổng hợp kế hoạch đầu tư công trung hạn và hằng năm; kiểm tra phân bổ vốn; thẩm tra quyết toán vốn đầu tư công.  
- Tham gia với Vụ Ngân sách nhà nước và các đơn vị liên quan trình cấp có thẩm quyền về bổ sung nguồn tăng thu, dự toán chi còn lại và dự phòng ngân sách Trung ương hằng năm.  

**Quản lý các chương trình mục tiêu quốc gia**
- Chủ trì, phối hợp tổng hợp, đề xuất mục tiêu, nhiệm vụ, cân đối, phương án phân bổ kế hoạch đầu tư công trung hạn (05 năm) và dự toán hằng năm.  
- Theo dõi, đánh giá, báo cáo tình hình thực hiện các chương trình mục tiêu quốc gia (hàng tháng, quý, 6 tháng, năm, giữa kỳ, kết thúc giai đoạn).  
- Kiểm tra, nhận xét phân bổ vốn đầu tư công hằng năm của các cơ quan chủ quản chương trình; tham gia ý kiến xây dựng nguyên tắc, tiêu chí, định mức phân bổ vốn ngân sách nhà nước và tỷ lệ vốn đối ứng của ngân sách địa phương.  
- Hỗ trợ Ban Chỉ đạo Trung ương các chương trình mục tiêu quốc gia.  

**Kiểm tra, quyết toán**
- Kiểm tra lĩnh vực được giao quản lý.  
- Hướng dẫn quyết toán vốn đầu tư dự án sử dụng vốn nhà nước (gồm vốn đầu tư công và vốn nhà nước ngoài).  
- Thẩm định quyết toán vốn đầu tư công nguồn ngân sách nhà nước theo năm ngân sách.  

**Điều phối, phối hợp liên ngành**
- Điều phối, phối hợp với các đơn vị liên quan tổng hợp, báo cáo, nghiên cứu, đề xuất giải pháp tháo gỡ khó khăn, vấn đề liên quan đến dự án đầu tư tồn đọng, kéo dài.  

**Thực hiện pháp chế và triển khai văn bản**
- Hướng dẫn, tổ chức thực hiện các văn bản quy phạm pháp luật, chính sách, chế độ thuộc phạm vi quản lý.  
- Chủ trì, phối hợp giải trình, xử lý kết luận Kiểm toán Nhà nước, thanh tra, điều tra; phối hợp với Kho bạc Nhà nước tổng hợp, giải trình, báo cáo kết quả.  

**Công tác pháp chế, nghiên cứu khoa học và hợp tác quốc tế**
- Thực hiện công tác pháp chế theo quy định.  
- Tổ chức nghiên cứu khoa học, hợp tác nghiên cứu trong và ngoài ngành.  
- Thực hiện hợp tác quốc tế theo phân công của Bộ trưởng.  

**Các nhiệm vụ khác**
- Thực hiện các nhiệm vụ khác theo phân công của Bộ trưởng Bộ Tài chính.  

Bạn cần tìm hiểu thêm thông tin gì về Vụ Phát triển hạ tầng không?",False,False,,,
08-04-2026 06:59:00,01KNJRAS3GMBS97NXTHBKZFJS1,01KNNY68DZWHZNG5WHK2WK96Y6,Thúy Quyên,bộ trưởng là ai,False,False,Thông tin lãnh đạo,,Hỏi thông tin lãnh đạo Bộ Tài chính (Bộ trưởng)
08-04-2026 06:59:16,01KNJRAS3GMBS97NXTHBKZFJS1,01KNNY68F8J362N0C1MN14SB1Q,,"Ông NgôVănTuấn là Bộ trưởng Bộ Tài chính.

**Thông tin cá nhân**
- Họ và tên: NgôVănTuấn  
- Ngày sinh: 2/8/1971  
- Quê quán: xã LiênBão, tỉnh BắcNinh  
- Học hàm, học vị: Thạc sĩ Tài chính – Ngân hàng  
- Đảng viên: Ủy viên Ban Chấp hành Trung ương Đảng khóaXIII,XIV  
- Điện thoại cơ quan: 02422202828  

**Chức vụ**
- Bộ trưởng Bộ Tài chính  
- Ủy viên Ban Chấp hành Trung ương Đảng khóaXIII,XIV  
- Bí thư Đảng ủy Bộ Tài chính  
- Trưởng Ban Bảo vệ chính trị nội bộ  
- Chủ tịch Hội đồng Thi đua – Khen thưởng – Kỷ luật ngành Tài chính  
- Trực tiếp phụ trách: Vụ Tổ chức cán bộ  

Bạn cần thêm thông tin gì về ông NgôVănTuấn không?",False,False,,,
08-04-2026 07:01:07,01KNJRAS3GMBS97NXTHBKZFJS1,01KNNYA4HXZ17HD83CDQKZXEY0,Thúy Quyên,thủ tướng,False,False,Thông tin lãnh đạo,,Hỏi thông tin lãnh đạo Chính phủ (Thủ tướng)
08-04-2026 07:01:23,01KNJRAS3GMBS97NXTHBKZFJS1,01KNNYA4JS99V429X8S4J0Y82K,,"Ông PhạmMinhChính – Thủ tướng Chính phủ.

**Thông tin cá nhân**
- Họ và tên: Phạm Minh Chính  
- Ngày sinh: 10/12/1958  
- Dân tộc: Kinh  
- Quê quán: xã Hoa Lộc, tỉnh Thanh Hóa (trước đây là Xã Hoa Lộc, huyện Hậu Lộc, tỉnh Thanh Hóa)  
- Ngày vào Đảng: 25‑12‑1986; ngày chính thức: 25‑12‑1987  
- Chuyên môn nghiệp vụ: Kỹ sư xây dựng dân dụng và công nghiệp, chuyên ngành kết cấu thép; Luật  
- Học hàm, học vị: Tiến sĩ Luật học, Phó giáo sư Ngành Khoa học An ninh  
- Lý luận chính trị: Cao cấp  
- Ngoại ngữ: Tiếng Rumani  

**Chức vụ**
- Ủy viên Ban Chấp hành Trung ương Đảng các khóa XI, XII, XIII  
- Ủy viên Bộ Chính trị khóa XII, XIII  
- Bí thư Trung ương Đảng khóa XII  
- Đại biểu Quốc hội khóa XIV, XV  
- Thủ tướng Chính phủ  

Bạn cần thêm thông tin gì về ông PhạmMinhChính không?",False,False,,,
08-04-2026 07:01:44,01KNJRAS3GMBS97NXTHBKZFJS1,01KNNYB8RXQ4MQM1ZF3E40S5F9,Thúy Quyên,chủ tịch nước,False,False,Thông tin lãnh đạo,,Hỏi thông tin lãnh đạo Chính phủ (Chủ tịch nước)
08-04-2026 07:01:58,01KNJRAS3GMBS97NXTHBKZFJS1,01KNNYB8SSEFJSC1AMQSAVYZK9,,"ÔngLươngCường – Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam.

**Thông tin cá nhân**
- Họ và tên: Lương Cường  
- Ngày sinh: 15/08/1957  
- Quê quán: Xã Dữu Lâu, thành phố Việt Trì, tỉnh Phú Thọ (nay là phường Việt Trì, tỉnh Phú Thọ)  
- Dân tộc: Kinh  
- Chuyên môn nghiệp vụ: Cử nhân xây dựng Đảng và chính quyền nhà nước  
- Lý luận chính trị: Cao cấp  

**Chức vụ**
- Ủy viên Ban Chấp hành Trung ương Đảng khóa XI, XII, XIII  
- Bí thư Trung ương Đảng khóa XII, XIII  
- Thường trực Ban Bí thư khóa XIII (đến 25/10/2024)  
- Ủy viên Bộ Chính trị khóa XIII  
- Đại biểu Quốc hội khóa XV  
- Chủ tịch Nước Cộng hòa xã hội chủ nghĩa Việt Nam (từ tháng10/2024)  

Bạn cần thêm thông tin gì về ôngLươngCường không?",False,False,,,
08-04-2026 07:28:55,01KNJRAS3GMBS97NXTHBKZFJS1,01KNNZX1E43MKR4B2VAVZD6P7X,Thúy Quyên,giá xăng ngày 08/4,False,False,Tin tức & Nội dung khác,,Hỏi giá xăng (thuộc thông tin kinh tế)
08-04-2026 07:29:13,01KNJRAS3GMBS97NXTHBKZFJS1,01KNNZX1F79GSX7043GSG7HYK0,,"Xin lỗi, hiện không có đủ thông tin liên quan để trả lời câu hỏi này. Bạn có muốn mình hỗ trợ câu hỏi khác không?

Bạn có muốn biết thêm về các yếu tố có thể ảnh hưởng đến giá xăng vào ngày08/4 không?",False,False,,,
07-04-2026 01:27:36,01KNJRT3PBBCTV5BFRYZVWJ174,01KNJRTQB097P8YKVXH479P405,trương anh dũng,"tìm cho tôi các văn bản, báo cáo về chương trình mục tiêu quốc gia",False,False,Tra cứu văn bản PL,,Yêu cầu tìm văn bản/báo cáo theo nội dung
07-04-2026 01:27:52,01KNJRT3PBBCTV5BFRYZVWJ174,01KNJRTQC243Z7NFFCTZP94CQF,,"Dưới đây là một số văn bản, báo cáo mà Bộ Tài chính đã công bố liên quan đến các Chương trình mục tiêu quốc gia (CTMTQG):

| Ngày | Văn bản / Báo cáo | Nội dung chính |
|------|-------------------|----------------|
| 26/02/2026 | **“Khẩn trương phân bổ dự toán”** (trích trong bài báo “Tăng tốc giải ngân chương trình mục tiêu quốc gia…”) | Đề nghị các bộ chủ chương trình nhanh chóng phê duyệt đầu tư, trình Thủ tướng quyết định nguyên tắc, tiêu chí, định mức phân bổ ngân sách trung ương và tỷ lệ vốn đối ứng của ngân sách địa phương; đồng thời yêu cầu rà soát nhu cầu kinh phí thường xuyên năm 2026 và hoàn thiện phương án giao mục tiêu, phân bổ dự toán, kế hoạch đầu tư công giai đoạn 2026‑2030.  |
| 04/11/2025 | **Báo cáo về tình hình thực hiện 03 chương trình mục tiêu quốc gia 10 tháng đầu năm 2025** | Tổng hợp thực trạng thực hiện ba CTMTQG, đề nghị các bộ chủ chương trình (Văn hoá, Thể thao và Du lịch; Công an…) rà soát, hoàn thiện cơ chế, chính sách; yêu cầu các bộ chịu trách nhiệm xây dựng hồ sơ đề xuất chủ trương đầu tư cho giai đoạn 2026‑2030; đề xuất hợp nhất 03 CTMTQG theo chỉ đạo của Phó Thủ tướng.  |
| 05/04/2025 | **Báo cáo tổng kết thực hiện 03 CTMTQG giai đoạn 2021‑2025 (Quý II/2025)** | Hoàn thành tổng kết việc thực hiện ba CTMTQG, đề xuất xây dựng hồ sơ đề xuất chủ trương đầu tư cho giai đoạn 2026‑2030; yêu cầu Bộ Tài chính chủ trì, phối hợp với các bộ rà soát các văn bản pháp luật liên quan; báo cáo Thủ tướng trước ngày 20/7/2025.  |
| 04/04/2026 | **Báo cáo tiến độ phân bổ và giải ngân vốn CTMTQG** | Trình bày tổng dự toán ngân sách trung ương năm 2026 cho CTMTQG là 35.000 tỷ đồng (25.000 tỷ vốn đầu tư công, 10.000 tỷ kinh phí thường xuyên); nêu rõ chỉ 2/5 chương trình đã hoàn thiện cơ sở pháp lý và kế hoạch đầu tư công giai đoạn 2026‑2030, trong khi 3 chương trình còn lại chưa hoàn tất các thủ tục cần thiết; kêu gọi các bộ, ngành, địa phương tăng cường trách nhiệm và hoàn thiện thể chế.  |
| 17/10/2025 | **Báo cáo đề xuất hợp nhất 3 CTMTQG** | Phó Thủ tướng giao Bộ Nông nghiệp và Môi trường, Bộ Dân tộc và Tôn giáo, Bộ Tài chính phối hợp khẩn trương xây dựng dự thảo báo cáo Chính phủ đề xuất chủ trương đầu tư khi hợp nhất ba CTMTQG; Bộ Tài chính chịu trách nhiệm thẩm định các CTMTQG “Xây dựng nông thôn mới” và “Giảm nghèo bền vững” giai đoạn 2026‑2035.  |

Các văn bản trên đều được Bộ Tài chính công bố trên các kênh thông tin chính thức (trang web của Bộ Tài chính, Thông báo tài chính, báo chí tài chính) và phản ánh các bước quan trọng trong việc chuẩn bị, phân bổ và giám sát thực hiện các chương trình mục tiêu quốc gia.

**Bạn có muốn biết thêm chi tiết về nội dung cụ thể của các báo cáo này không?**

**Nguồn tham khảo:**

- Tăng tốc giải ngân chương trình mục tiêu quốc gia,...[xem chi tiết](https://thoibaotaichinhvietnam.vn/tang-toc-giai-ngan-chuong-trinh-muc-tieu-quoc-gia-tao-da-tang-truong-192753-192753.html)

- BÁO CÁO Về tình hình thực hiện 03 Chương trình...[xem chi tiết](https://mof.gov.vn/bo-tai-chinh/thong-bao-chi-dao-dieu-hanh/bao-cao-ve-tinh-hinh-thuc-hien-03-chuong-trinh-muc-tieu-quoc-gia-10-thang-dau-nam-2025)

- Kịp thời hướng dẫn, tháo gỡ khó khăn trong triển...[xem chi tiết](https://baodautu.vn/kip-thoi-huong-dan-thao-go-kho-khan-trong-trien-khai-cac-chuong-trinh-muc-tieu-quoc-gia-d262510.html)

- Gỡ “điểm nghẽn” thể chế, thúc tiến độ phân bổ...[xem chi tiết](https://thoibaotaichinhvietnam.vn/go-diem-nghen-the-che-thuc-tien-do-phan-bo-va-giai-ngan-von-chuong-trinh-muc-tieu-quoc-gia-195047.html)

- Tích hợp 3 Chương trình mục tiêu quốc gia để...[xem chi tiết](https://baodautu.vn/tich-hop-3-chuong-trinh-muc-tieu-quoc-gia-de-tranh-chong-cheo-tang-hieu-qua-dau-tu-d414843.html)",False,False,,,
07-04-2026 01:28:57,01KNJRT3PBBCTV5BFRYZVWJ174,01KNJRX6SB4DHBXMY0SH5GKM73,trương anh dũng,cho tôi văn bản Báo cáo tiến độ phân bổ và giải ngân vốn CTMTQG,False,False,Tra cứu văn bản PL,,Yêu cầu tra cứu văn bản cụ thể về chương trình mục tiêu quốc gia
07-04-2026 01:29:12,01KNJRT3PBBCTV5BFRYZVWJ174,01KNJRX6TB1XSHWX2H6JS3NZA0,,"Báo cáo tiến độ phân bổ và giải ngân vốn Chương trình mục tiêu quốc gia?


 Bạn có thể tham khảo thêm thông tin thông qua các link sau: 
- Điều 8. Đánh giá tình hình thực hiện 03 chương...[xem chi tiết]()
- BỘ TÀI CHÍNH...[xem chi tiết]()
- BỘ TÀI CHÍNH...[xem chi tiết]()
- Chậm tiến độ giải ngân vốn các Chương trình mục...[xem chi tiết](https://mof.gov.vn/tin-tuc-tai-chinh/tin-tuc-su-kien-8/mofucm343803)
- I. Kế hoạch và tình hình phân bổ kế hoạch...[xem chi tiết]()

Nếu còn thắc mắc nào, bạn có thể cung cấp thêm thông tin chi tiết của văn bản để được giải đáp thêm.",False,False,,,
07-04-2026 01:29:26,01KNJRT3PBBCTV5BFRYZVWJ174,01KNJRY2XZPQT2KRTRK32P8TYE,trương anh dũng,ý tôi là văn bản bc của btc,False,False,Tra cứu văn bản PL,,Hỏi tra cứu văn bản pháp luật của Bộ Tài chính
07-04-2026 01:29:33,01KNJRT3PBBCTV5BFRYZVWJ174,01KNJRY2Z9QZTRJ3TAWPM7E1RS,,Văn bản Báo cáo tiến độ phân bổ và giải ngân vốn CTMTQG có tại đường link sau: [https://mof.gov.vn/tin-tuc-tai-chinh/tin-tuc-su-kien-8/mofucm343803](https://mof.gov.vn/tin-tuc-tai-chinh/tin-tuc-su-kien-8/mofucm343803).,False,False,,,
07-04-2026 02:41:26,01KNJX1EB3W0CWW5FNTDAY9JXE,01KNJX1XT6T6DNATJQ4QVF4TW0,Nam,Tôi có thể gặp tư vấn viên không,False,False,Thông tin đơn vị trực thuộc,Tình huống nhiệm vụ đơn vị,Tình huống cần xác định đơn vị cung cấp dịch vụ tư vấn
07-04-2026 02:41:40,01KNJX1EB3W0CWW5FNTDAY9JXE,01KNJX1XTQ6BNYCWTHP98T7503,,"Xin lỗi, chúng tôi hiện không có thông tin liên quan đến nội dung này. Bạn có cần hỗ trợ thêm thông tin khác không?",False,False,,,
07-04-2026 03:03:15,01KNJY8NSC1899K4TTSD63SP7X,01KNJY9VV0Q34P6T5Z83R2QSQ4,Quảng,tôi tìm Quyết định số 98/QĐ-BTC ngày 20/01/2026 của Bộ Tài chính,False,False,Tra cứu văn bản PL,,Hỏi tra cứu văn bản pháp luật theo mã cụ thể của Bộ Tài chính
07-04-2026 03:03:33,01KNJY8NSC1899K4TTSD63SP7X,01KNJY9VVZZ6D977Q9WHX3KGS5,,"Quyết định 98/QĐ-BTC ngày 20/01/2026 của Bộ Tài chính?


Xin lỗi, chúng tôi hiện không có thông tin liên quan đến nội dung này. Bạn có cần hỗ trợ thêm thông tin khác không?",False,False,,,
07-04-2026 04:11:19,01KNK24Z3W4WHNPAJTN7YXFXEC,01KNK26FZRBZ63X1QTJ7D2YCXA,Hương,cho tôi hỏi về chi thu nhập tăng thêm cho hợp đồng theo nghị định 111 từ nguồn,False,False,Tình huống chính sách,,Tình huống cá nhân hỏi chính sách thu nhập tăng thêm theo Nghị định 111
07-04-2026 04:11:41,01KNK24Z3W4WHNPAJTN7YXFXEC,01KNK26G0W9KFGXXX1K5QDEFCT,,"Chi thu nhập tăng thêm hợp đồng theo Nghị định 111 từ nguồn nào?


 Bạn có thể tham khảo thêm thông tin thông qua các link sau: 
- Sửa đổi, bổ sung quy định về cơ chế tự...[xem chi tiết](https://mof.gov.vn/tin-tuc-tai-chinh/tin-tuc-su-kien-8/sua-doi-bo-sung-quy-dinh-ve-co-che-tu-chu-tai-chinh-cua-don-vi-su-nghiep-cong-lap)

Nếu còn thắc mắc nào, bạn có thể cung cấp thêm thông tin chi tiết của văn bản để được giải đáp thêm.",False,False,,,
07-04-2026 04:19:58,01KNK2NE0J26FDJH9G9PBW93E3,01KNK2PAQQBN5MRZ65YDGYMEHF,Thanh Huyền,tôi cần tìm kiếm một số báo cáo tình hình thực hiện Ngân sách nhà nước 2024 và dự toán 2025,False,False,Tra cứu & cập nhật CS,,Yêu cầu tra cứu báo cáo chính sách ngân sách nhà nước
